Tuner,N_iter,Colsample By Tree,Max Depth,N Estimators,Accuracy,Precision,Recall,F1,Micro F1,Target
random,3,0.919813645209588,3,64,0.9004424778761062,0.7476252723311547,0.6438952752316808,0.6767734553775744,0.9004424778761062,f1
random,3,0.6346888110940633,3,71,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
bayes,3,0.4226585177765898,4,130,0.8993362831858407,0.7403223675518562,0.6612017015242821,0.689765317705446,0.8993362831858407,f1
bayes,3,0.6258213229419038,4,113,0.8982300884955752,0.7354573484069886,0.6740264343950979,0.6981416957026713,0.8982300884955752,f1
bayes,3,0.7842501205912931,3,98,0.8971238938053098,0.7315889959212011,0.6689243935787714,0.6932205059716035,0.8971238938053098,f1
bayes,3,0.2876090527178799,4,99,0.8993362831858407,0.7411994784876141,0.652238314680711,0.6826320276844375,0.8993362831858407,f1
bayes,3,0.5341441045825408,5,94,0.9004424778761062,0.7454186413902053,0.6573403554970375,0.6879171461449942,0.9004424778761062,f1
random,4,0.8173771124082096,4,143,0.9081858407079646,0.7719199700422619,0.6930546412113232,0.7232261753259928,0.9081858407079646,f1
random,4,0.8707339330764117,4,121,0.8960176991150443,0.7277149708804385,0.6683040461842304,0.6915795586527294,0.8960176991150443,f1
random,4,0.36941866401423074,3,149,0.8971238938053098,0.7316196793808734,0.6644427001569859,0.6898799313893653,0.8971238938053098,f1
random,4,0.6808634083655962,3,89,0.9081858407079646,0.775888221223966,0.6796095609459665,0.7138269429538008,0.9081858407079646,f1
random,4,0.6880919055855046,5,138,0.8949115044247787,0.7235596212485957,0.6587203119461184,0.6832106826020399,0.8949115044247787,f1
bayes,4,0.3635573312364127,3,128,0.9015486725663717,0.7502657707351319,0.6579607028915785,0.6896071479551092,0.9015486725663717,f1
bayes,4,0.644486571661709,5,99,0.9004424778761062,0.7448471381503333,0.6618220489188231,0.6914441747572816,0.9004424778761062,f1
bayes,4,0.7085771382818944,5,56,0.8993362831858407,0.7411994784876141,0.652238314680711,0.6826320276844375,0.8993362831858407,f1
bayes,4,0.28302077920763813,4,52,0.8982300884955752,0.7377777777777779,0.6381728870208133,0.6695906432748538,0.8982300884955752,f1
bayes,4,0.6307135236409291,3,107,0.8949115044247787,0.7235596212485957,0.6587203119461184,0.6832106826020399,0.8949115044247787,f1
random,5,0.6674490615377882,3,77,0.9048672566371682,0.764490095377843,0.6643034384969869,0.6983299186689017,0.9048672566371682,f1
random,5,0.6645376544690442,4,135,0.9048672566371682,0.7632701421800947,0.6687851319187725,0.7017874952052168,0.9048672566371682,f1
random,5,0.8755308261608046,3,110,0.9059734513274337,0.7659154823245191,0.6783688661568845,0.7102203517028891,0.9059734513274338,f1
random,5,0.706913438063443,3,136,0.9004424778761062,0.7431997259335389,0.6797488226059655,0.7047038327526132,0.9004424778761062,f1
random,5,0.9852046256519875,4,137,0.9015486725663717,0.7482625836618685,0.6714057831569352,0.699942193298152,0.9015486725663717,f1
bayes,5,0.7556983518670584,4,116,0.8926991150442478,0.7151095626661776,0.6485162303134653,0.6729707050552892,0.8926991150442478,f1
bayes,5,0.6294066123361926,5,106,0.9015486725663717,0.7495186978589348,0.6624423963133641,0.6931397340107022,0.9015486725663717,f1
bayes,5,0.44891001477875997,4,137,0.8949115044247787,0.7230668939925785,0.640793538258976,0.6686817871430941,0.8949115044247787,f1
bayes,5,0.691443882820699,3,137,0.9004424778761062,0.7435265972417675,0.6752671291841799,0.701510059727338,0.9004424778761062,f1
bayes,5,0.6935695519435426,4,99,0.9026548672566371,0.75147762454264,0.6809895173950473,0.7081431695111751,0.9026548672566371,f1
random,6,0.6829733344496376,5,98,0.9004424778761062,0.7443452380952381,0.6663037423406087,0.6948832185770217,0.9004424778761062,f1
random,6,0.9712179222313997,3,53,0.9015486725663717,0.7511029640216242,0.6534790094697929,0.6859824756552115,0.9015486725663717,f1
random,6,0.9830445855186982,4,136,0.9004424778761062,0.7439068489187821,0.6707854357623944,0.6982374933238384,0.9004424778761062,f1
random,6,0.9117827664223142,3,81,0.9026548672566371,0.7552783891742072,0.6585810502861195,0.6913143353821319,0.9026548672566371,f1
random,6,0.7872341338284734,3,131,0.8960176991150443,0.7276245426400225,0.663822352762445,0.6882438401596642,0.8960176991150443,f1
bayes,6,0.4220855098802185,4,126,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
bayes,6,0.7183195552236825,4,102,0.9070796460176991,0.767379679144385,0.6924342938167822,0.7214093890788489,0.9070796460176991,f1
bayes,6,0.7034283495392621,4,53,0.9081858407079646,0.7744465205820735,0.6840912543677521,0.7170386963687035,0.9081858407079646,f1
bayes,6,0.3805166083790794,5,102,0.9004424778761062,0.7443452380952381,0.6663037423406087,0.6948832185770217,0.9004424778761062,f1
bayes,6,0.7290074791933276,4,105,0.9004424778761062,0.7439068489187821,0.6707854357623944,0.6982374933238384,0.9004424778761062,f1
random,7,0.7925151005283839,3,128,0.8960176991150443,0.7277149708804385,0.6683040461842304,0.6915795586527294,0.8960176991150443,f1
random,7,0.7114697892505357,4,138,0.9081858407079646,0.7719199700422619,0.6930546412113232,0.7232261753259928,0.9081858407079646,f1
random,7,0.7000341140655528,5,65,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
random,7,0.2512016406398638,4,145,0.9048672566371682,0.7621638188644548,0.673266825340558,0.7051577669902912,0.9048672566371682,f1
random,7,0.7352943959078135,3,106,0.8993362831858407,0.7399743284129459,0.6656833949460678,0.6931993212374364,0.8993362831858407,f1
bayes,7,0.7191954997578887,4,61,0.8982300884955752,0.7359375,0.6605813541297413,0.6881028456565111,0.8982300884955752,f1
bayes,7,0.22190008315260168,3,136,0.9026548672566371,0.7563173854447439,0.6540993568643338,0.6876835377439973,0.9026548672566371,f1
bayes,7,0.6723104169638559,3,77,0.9048672566371682,0.764490095377843,0.6643034384969869,0.6983299186689017,0.9048672566371682,f1
bayes,7,0.4228695555598261,3,143,0.8971238938053098,0.7317913292943019,0.6554793133134147,0.6829469730396316,0.8971238938053098,f1
bayes,7,0.7117351974396451,5,57,0.9004424778761062,0.7460666829705714,0.6528586620752519,0.6842987520953623,0.9004424778761062,f1
random,8,0.9163904889477807,3,113,0.8971238938053098,0.7317913292943019,0.6554793133134147,0.6829469730396316,0.8971238938053098,f1
random,8,0.9123534802547586,3,82,0.9015486725663717,0.7511029640216242,0.6534790094697929,0.6859824756552115,0.9015486725663717,f1
random,8,0.5003550889563738,3,104,0.9037610619469026,0.7557998537777064,0.6816098647895883,0.7098876777513418,0.9037610619469026,f1
random,8,0.7435413152278318,3,102,0.8971238938053098,0.7317913292943019,0.6554793133134147,0.6829469730396316,0.8971238938053098,f1
random,8,0.6850474959383852,5,66,0.9004424778761062,0.7454186413902053,0.6573403554970375,0.6879171461449942,0.9004424778761062,f1
bayes,8,0.6897364157772893,4,99,0.9026548672566371,0.75147762454264,0.6809895173950473,0.7081431695111751,0.9026548672566371,f1
bayes,8,0.4653728655830228,5,61,0.8915929203539823,0.7107142857142856,0.6434141894971388,0.6677617268949793,0.8915929203539823,f1
bayes,8,0.2813667706878812,4,103,0.8960176991150443,0.7275671406003159,0.6458955790753026,0.6740467970847718,0.8960176991150443,f1
bayes,8,0.4661775242782516,3,51,0.8993362831858407,0.7411994784876141,0.652238314680711,0.6826320276844375,0.8993362831858407,f1
bayes,8,0.7976110335906044,4,129,0.9048672566371682,0.7586844809866393,0.6911935990277005,0.7178281068524971,0.9048672566371682,f1
random,9,0.46197645670573095,5,70,0.8904867256637168,0.7049343094975429,0.6293487618372411,0.6547315466017507,0.8904867256637168,f1
random,9,0.6524620721118872,5,67,0.8960176991150443,0.7275297619047619,0.6548589659188737,0.6813224727360004,0.8960176991150443,f1
random,9,0.5172800337882117,3,124,0.9015486725663717,0.7472793543348086,0.6803691700005063,0.7064153229190613,0.9015486725663717,f1
random,9,0.667444189774329,3,123,0.9004424778761062,0.7448471381503333,0.6618220489188231,0.6914441747572816,0.9004424778761062,f1
random,9,0.3670821322417919,3,66,0.8982300884955752,0.7368549767669357,0.6471362738643844,0.6772831688085925,0.8982300884955752,f1
bayes,9,0.7338760404820976,4,148,0.9037610619469026,0.7551245335416125,0.6860915582113739,0.7130127313927903,0.9037610619469026,f1
bayes,9,0.6779492319179073,5,88,0.9026548672566371,0.7527529761904762,0.6720261305514761,0.7016635914975324,0.9026548672566371,f1
bayes,9,0.6617124779859731,4,116,0.9059734513274337,0.7659154823245191,0.6783688661568845,0.7102203517028891,0.9059734513274338,f1
bayes,9,0.23813193129582616,3,144,0.9004424778761062,0.746799191374663,0.6483769686534664,0.6805854363290881,0.9004424778761062,f1
bayes,9,0.6596225572309435,4,56,0.9004424778761062,0.7454186413902053,0.6573403554970375,0.6879171461449942,0.9004424778761062,f1
random,10,0.6697855676851014,5,130,0.8971238938053098,0.7317913292943019,0.6554793133134147,0.6829469730396316,0.8971238938053098,f1
random,10,0.922631272542803,4,111,0.9081858407079646,0.77081489195522,0.6975363346331088,0.7262075483402481,0.9081858407079646,f1
random,10,0.6769471834714987,5,116,0.9037610619469026,0.7573844440669648,0.6726464779460171,0.7034020070370748,0.9037610619469026,f1
random,10,0.8812400132176534,4,67,0.9004424778761062,0.7448471381503333,0.6618220489188231,0.6914441747572816,0.9004424778761062,f1
random,10,0.92331365083082,3,118,0.8938053097345132,0.7199725933538883,0.6625816579733631,0.6850174216027876,0.8938053097345132,f1
bayes,10,0.3841539337111084,5,89,0.8960176991150443,0.7275671406003159,0.6458955790753026,0.6740467970847718,0.8960176991150443,f1
bayes,10,0.731204539907262,4,129,0.9015486725663717,0.7472793543348086,0.6803691700005063,0.7064153229190613,0.9015486725663717,f1
bayes,10,0.38884259956882317,5,101,0.8993362831858407,0.7403223675518562,0.6612017015242821,0.689765317705446,0.8993362831858407,f1
bayes,10,0.36560009517751163,4,55,0.9015486725663717,0.7542583270119303,0.6400339292044361,0.6745188942963134,0.9015486725663717,f1
bayes,10,0.672393187346823,5,107,0.9037610619469026,0.7565508389107912,0.6771281713678027,0.7066850653588677,0.9037610619469026,f1
random,11,0.22293247151120676,5,139,0.8949115044247787,0.7230003212335367,0.6318301514154049,0.6608415773157199,0.8949115044247787,f1
random,11,0.8027529979471804,3,97,0.8971238938053098,0.7323784668282276,0.642034233048058,0.6718693284936479,0.8971238938053098,f1
random,11,0.6041559545299232,4,137,0.8960176991150443,0.7275620163448326,0.6593406593406593,0.6848258263604534,0.8960176991150443,f1
random,11,0.21278971360343873,4,147,0.8971238938053098,0.7319390156155806,0.6509976198916291,0.6793482613819697,0.8971238938053098,f1
random,11,0.5921664608777901,5,85,0.8971238938053098,0.7319390156155806,0.6509976198916291,0.6793482613819697,0.8971238938053098,f1
bayes,11,0.24306406739164477,4,141,0.9026548672566371,0.7543443917851501,0.663062743707905,0.6948523206751056,0.9026548672566371,f1
bayes,11,0.2,3,127,0.8982300884955752,0.7377777777777779,0.6381728870208133,0.6695906432748538,0.8982300884955752,f1
bayes,11,0.44079891176728125,5,132,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
bayes,11,0.5360345644947893,5,130,0.8982300884955752,0.7364928909952606,0.65161796728617,0.6809819716148829,0.8982300884955752,f1
bayes,11,0.7503274244345965,3,127,0.8993362831858407,0.7396797375131512,0.6701650883678534,0.6965491801766909,0.8993362831858407,f1
random,12,0.37495548917177496,3,131,0.8926991150442478,0.7154995631163181,0.6529979237352509,0.6765414338147144,0.8926991150442478,f1
random,12,0.43407332259606213,4,111,0.9004424778761062,0.7448471381503333,0.6618220489188231,0.6914441747572816,0.9004424778761062,f1
random,12,0.973951790236329,3,66,0.9015486725663717,0.7495186978589348,0.6624423963133641,0.6931397340107022,0.9015486725663717,f1
random,12,0.8770836017842671,3,64,0.9048672566371682,0.7632701421800947,0.6687851319187725,0.7017874952052168,0.9048672566371682,f1
random,12,0.8685335610558407,4,135,0.8960176991150443,0.7276245426400225,0.663822352762445,0.6882438401596642,0.8960176991150443,f1
bayes,12,0.7482612589553643,4,150,0.8982300884955752,0.7357344326318074,0.6650630475515268,0.6915316598421459,0.8982300884955752,f1
bayes,12,0.38898009540504086,5,87,0.8971238938053098,0.7319390156155806,0.6509976198916291,0.6793482613819697,0.8971238938053098,f1
bayes,12,0.4078890352019076,3,111,0.9004424778761062,0.746799191374663,0.6483769686534664,0.6805854363290881,0.9004424778761062,f1
bayes,12,0.43790201652492894,3,98,0.9015486725663717,0.7511029640216242,0.6534790094697929,0.6859824756552115,0.9015486725663717,f1
bayes,12,0.21807412349427097,3,134,0.9037610619469026,0.7604652126183227,0.6592013976806603,0.6930390492359931,0.9037610619469026,f1
random,13,0.7102010498690163,4,137,0.9081858407079646,0.7719199700422619,0.6930546412113232,0.7232261753259928,0.9081858407079646,f1
random,13,0.8102441825824447,3,60,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
random,13,0.9112450388441402,3,147,0.9048672566371682,0.7586844809866393,0.6911935990277005,0.7178281068524971,0.9048672566371682,f1
random,13,0.6772870308373588,5,103,0.9004424778761062,0.7443452380952381,0.6663037423406087,0.6948832185770217,0.9004424778761062,f1
random,13,0.9757808184582291,3,149,0.9026548672566371,0.7520792652057569,0.6765078239732618,0.7049433268055308,0.9026548672566371,f1
bayes,13,0.8,3,76,0.8949115044247787,0.7231491744939036,0.6452752316807616,0.6724525250676033,0.8949115044247787,f1
bayes,13,0.6026150875086551,4,149,0.8971238938053098,0.7315889959212011,0.6689243935787714,0.6932205059716035,0.8971238938053098,f1
bayes,13,0.7434071690260615,4,106,0.8993362831858407,0.7399743284129459,0.6656833949460678,0.6931993212374364,0.8993362831858407,f1
bayes,13,0.6477871848170245,5,56,0.8971238938053098,0.7321331862400963,0.6465159264698435,0.6756569074137658,0.8971238938053098,f1
bayes,13,0.6859259370199856,5,83,0.9037610619469026,0.7593320629826497,0.6636830911024459,0.696582268225781,0.9037610619469026,f1
random,14,0.7343358713682961,3,129,0.9004424778761062,0.7431997259335389,0.6797488226059655,0.7047038327526132,0.9004424778761062,f1
random,14,0.6650676887884677,5,108,0.9004424778761062,0.7435265972417675,0.6752671291841799,0.701510059727338,0.9004424778761062,f1
random,14,0.6812082019600415,3,126,0.9015486725663717,0.7495186978589348,0.6624423963133641,0.6931397340107022,0.9015486725663717,f1
random,14,0.9665923588606533,3,120,0.9059734513274337,0.763859911909984,0.6873322530004558,0.7165569265386673,0.9059734513274338,f1
random,14,0.736130673418055,3,75,0.9026548672566371,0.753505478507394,0.6675444371296906,0.6983009708737864,0.9026548672566371,f1
bayes,14,0.7974015402691363,3,102,0.8971238938053098,0.7319390156155806,0.6509976198916291,0.6793482613819697,0.8971238938053098,f1
bayes,14,0.7092997857234686,4,82,0.9092920353982301,0.7741692360397396,0.7026383754494353,0.730952380952381,0.9092920353982301,f1
bayes,14,0.4185826141944704,3,141,0.8971238938053098,0.7317913292943019,0.6554793133134147,0.6829469730396316,0.8971238938053098,f1
bayes,14,0.7001742620315288,4,145,0.9015486725663717,0.7477397956454288,0.6758874765787208,0.7032184289640163,0.9015486725663717,f1
bayes,14,0.6802386714663299,5,113,0.9015486725663717,0.7482625836618685,0.6714057831569352,0.699942193298152,0.9015486725663717,f1
random,15,0.7377280585421984,3,115,0.8993362831858407,0.7403223675518562,0.6612017015242821,0.689765317705446,0.8993362831858407,f1
random,15,0.24770100520206997,4,128,0.9048672566371682,0.7621638188644548,0.673266825340558,0.7051577669902912,0.9048672566371682,f1
random,15,0.726074348651961,3,116,0.9026548672566371,0.7527529761904762,0.6720261305514761,0.7016635914975324,0.9026548672566371,f1
random,15,0.3692623391296473,3,116,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
random,15,0.8376438017964223,4,124,0.8982300884955752,0.735575569940895,0.6695447409733124,0.6948769499435012,0.8982300884955752,f1
bayes,15,0.24716199138821754,4,146,0.9048672566371682,0.7621638188644548,0.673266825340558,0.7051577669902912,0.9048672566371682,f1
bayes,15,0.7308235374348402,4,115,0.9037610619469026,0.7565508389107912,0.6771281713678027,0.7066850653588677,0.9037610619469026,f1
bayes,15,0.3630199774367096,3,90,0.8971238938053098,0.7316860731640231,0.6599610067352003,0.6864564491767207,0.8971238938053098,f1
bayes,15,0.7114107109104173,4,112,0.9059734513274337,0.7629697127484162,0.6918139464222414,0.7196101398665192,0.9059734513274338,f1
bayes,15,0.799294165210757,3,108,0.8982300884955752,0.7364928909952606,0.65161796728617,0.6809819716148829,0.8982300884955752,f1
random,16,0.6633995472536052,5,108,0.9004424778761062,0.7435265972417675,0.6752671291841799,0.701510059727338,0.9004424778761062,f1
random,16,0.8639079937340153,4,61,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
random,16,0.8094866333899795,3,128,0.9037610619469026,0.7551245335416125,0.6860915582113739,0.7130127313927903,0.9037610619469026,f1
random,16,0.9335283275455522,4,137,0.9059734513274337,0.763859911909984,0.6873322530004558,0.7165569265386673,0.9059734513274338,f1
random,16,0.8677824601214776,3,124,0.9037610619469026,0.7565508389107912,0.6771281713678027,0.7066850653588677,0.9037610619469026,f1
bayes,16,0.8,3,120,0.8982300884955752,0.735575569940895,0.6695447409733124,0.6948769499435012,0.8982300884955752,f1
bayes,16,0.6721534782902241,3,150,0.9059734513274337,0.764839094159714,0.6828505595786702,0.7134279374195833,0.9059734513274338,f1
bayes,16,0.8,3,70,0.8971238938053098,0.7321331862400963,0.6465159264698435,0.6756569074137658,0.8971238938053098,f1
bayes,16,0.6291568210168383,3,79,0.9004424778761062,0.7460666829705714,0.6528586620752519,0.6842987520953623,0.9004424778761062,f1
bayes,16,0.22662840124029854,3,150,0.9059734513274337,0.7698274612150211,0.6649237858915278,0.7000956228167751,0.9059734513274338,f1
random,17,0.26754732835222833,4,141,0.8993362831858407,0.7417407154249259,0.6477566212589254,0.6789259020744297,0.8993362831858407,f1
random,17,0.9148864383938304,3,90,0.9037610619469026,0.7583085389806118,0.6681647845242316,0.7000354703250684,0.9037610619469026,f1
random,17,0.2427041973377122,3,138,0.8993362831858407,0.7423599957168862,0.6432749278371399,0.675121931955058,0.8993362831858407,f1
random,17,0.9697056568589608,4,58,0.9037610619469026,0.7573844440669648,0.6726464779460171,0.7034020070370748,0.9037610619469026,f1
random,17,0.7734092499579621,3,130,0.8993362831858407,0.7399743284129459,0.6656833949460678,0.6931993212374364,0.8993362831858407,f1
bayes,17,0.8,3,104,0.8982300884955752,0.7364928909952606,0.65161796728617,0.6809819716148829,0.8982300884955752,f1
bayes,17,0.8,5,96,0.9092920353982301,0.7753307064452575,0.6981566820276498,0.7280424988626859,0.9092920353982301,f1
bayes,17,0.4251763292607659,4,83,0.9026548672566371,0.7552783891742072,0.6585810502861195,0.6913143353821319,0.9026548672566371,f1
bayes,17,0.3721549189746167,3,148,0.8982300884955752,0.7357344326318074,0.6650630475515268,0.6915316598421459,0.8982300884955752,f1
bayes,17,0.7319937096500908,4,131,0.9026548672566371,0.750942103460089,0.6854712108168329,0.7112659698025552,0.9026548672566371,f1
random,18,0.9670475644117247,3,128,0.9037610619469026,0.7565508389107912,0.6771281713678027,0.7066850653588677,0.9037610619469026,f1
random,18,0.8992469743950868,3,149,0.9081858407079646,0.7698036961263379,0.7020180280548944,0.7291175525558592,0.9081858407079646,f1
random,18,0.6782560368266286,3,95,0.9059734513274337,0.7683983552301675,0.6694054793133134,0.7035573884964527,0.9059734513274338,f1
random,18,0.8653519941277936,4,133,0.8949115044247787,0.7239487344233468,0.6676836987896896,0.6899538252145376,0.8949115044247787,f1
random,18,0.8022787720964744,3,139,0.8960176991150443,0.7275620163448326,0.6593406593406593,0.6848258263604534,0.8960176991150443,f1
bayes,18,0.2910896430679437,4,117,0.8926991150442478,0.7147292527791933,0.6440345368916798,0.6693102837080028,0.8926991150442478,f1
bayes,18,0.724728405212961,4,104,0.9081858407079646,0.7719199700422619,0.6930546412113232,0.7232261753259928,0.9081858407079646,f1
bayes,18,0.8,3,150,0.8982300884955752,0.7354573484069886,0.6740264343950979,0.6981416957026713,0.8982300884955752,f1
bayes,18,0.7838181388215348,3,134,0.8993362831858407,0.7396797375131512,0.6701650883678534,0.6965491801766909,0.8993362831858407,f1
bayes,18,0.8,3,140,0.8971238938053098,0.7316196793808734,0.6644427001569859,0.6898799313893653,0.8971238938053098,f1
random,19,0.8881686191175644,3,82,0.9004424778761062,0.7448471381503333,0.6618220489188231,0.6914441747572816,0.9004424778761062,f1
random,19,0.9370595637375609,4,141,0.9059734513274337,0.763859911909984,0.6873322530004558,0.7165569265386673,0.9059734513274338,f1
random,19,0.6507521337279694,5,106,0.9004424778761062,0.7435265972417675,0.6752671291841799,0.701510059727338,0.9004424778761062,f1
random,19,0.4690870552836548,5,61,0.8915929203539823,0.7107142857142856,0.6434141894971388,0.6677617268949793,0.8915929203539823,f1
random,19,0.22554095373677496,3,129,0.9026548672566371,0.7574727668845316,0.6496176634425482,0.683956267480295,0.9026548672566371,f1
bayes,19,0.8,3,150,0.8982300884955752,0.7354573484069886,0.6740264343950979,0.6981416957026713,0.8982300884955752,f1
bayes,19,0.7999720731740236,3,126,0.8971238938053098,0.7316196793808734,0.6644427001569859,0.6898799313893653,0.8971238938053098,f1
bayes,19,0.8,3,119,0.8982300884955752,0.7357344326318074,0.6650630475515268,0.6915316598421459,0.8982300884955752,f1
bayes,19,0.3744512729706449,3,145,0.8949115044247787,0.7237438167143972,0.663202005367904,0.6866230974978745,0.8949115044247787,f1
bayes,19,0.24223871725623008,4,126,0.9048672566371682,0.7621638188644548,0.673266825340558,0.7051577669902912,0.9048672566371682,f1
random,20,0.6520281416151146,5,113,0.8993362831858407,0.7396797375131512,0.6701650883678534,0.6965491801766909,0.8993362831858407,f1
random,20,0.3831157852273858,3,130,0.8926991150442478,0.7154995631163181,0.6529979237352509,0.6765414338147144,0.8926991150442478,f1
random,20,0.9688083131206142,3,140,0.8993362831858407,0.7399743284129459,0.6656833949460678,0.6931993212374364,0.8993362831858407,f1
random,20,0.7923275059580457,3,144,0.8993362831858407,0.7394341751280049,0.6746467817896389,0.6998179144453324,0.8993362831858407,f1
random,20,0.37636741597444623,3,67,0.9026548672566371,0.7552783891742072,0.6585810502861195,0.6913143353821319,0.9026548672566371,f1
bayes,20,0.6574550965661821,4,132,0.9037610619469026,0.7573844440669648,0.6726464779460171,0.7034020070370748,0.9037610619469026,f1
bayes,20,0.3717984329419548,3,101,0.8993362831858407,0.7407288567372576,0.6567200081024965,0.6862439976963359,0.8993362831858407,f1
bayes,20,0.7826930979592979,3,106,0.8949115044247787,0.7232602910367476,0.6497569251025472,0.6761286283738173,0.8949115044247787,f1
bayes,20,0.7455255236230789,3,123,0.9004424778761062,0.7439068489187821,0.6707854357623944,0.6982374933238384,0.9004424778761062,f1
bayes,20,0.6840204636819478,3,150,0.9059734513274337,0.764839094159714,0.6828505595786702,0.7134279374195833,0.9059734513274338,f1
random,21,0.9348169740141443,4,90,0.9070796460176991,0.7695684523809524,0.6834709069732111,0.7152243373385536,0.9070796460176991,f1
random,21,0.38135485149832427,3,135,0.8949115044247787,0.7235596212485957,0.6587203119461184,0.6832106826020399,0.8949115044247787,f1
random,21,0.8350931187635824,4,132,0.8982300884955752,0.7357344326318074,0.6650630475515268,0.6915316598421459,0.8982300884955752,f1
random,21,0.5933064414431255,5,78,0.8938053097345132,0.7191220238095238,0.6491365777080063,0.6745420998154898,0.8938053097345132,f1
random,21,0.8703715090871951,3,128,0.9048672566371682,0.7602516814927316,0.6822302121841293,0.7116491602872234,0.9048672566371682,f1
bayes,21,0.6736049971938681,3,148,0.9070796460176991,0.7695684523809524,0.6834709069732111,0.7152243373385536,0.9070796460176991,f1
bayes,21,0.8,3,120,0.8982300884955752,0.735575569940895,0.6695447409733124,0.6948769499435012,0.8982300884955752,f1
bayes,21,0.36658592940042795,3,78,0.8993362831858407,0.7411994784876141,0.652238314680711,0.6826320276844375,0.8993362831858407,f1
bayes,21,0.6686000710979643,5,129,0.8960176991150443,0.7275297619047619,0.6548589659188737,0.6813224727360004,0.8960176991150443,f1
bayes,21,0.6716329957080114,5,133,0.8982300884955752,0.7361887977932725,0.6560996607079557,0.6845873786407767,0.8982300884955752,f1
random,22,0.9159669537147705,3,90,0.9037610619469026,0.7583085389806118,0.6681647845242316,0.7000354703250684,0.9037610619469026,f1
random,22,0.674241104268985,5,78,0.9015486725663717,0.7488534058094105,0.6669240897351496,0.6965836623712605,0.9015486725663717,f1
